Unnamed: 0,project_id,project_name,revision,industry_segment,system_category,quote_date,start_date,dataset_role,include_in_training,stations_count,robot_count,fixture_sets,part_types,servo_axes,pneumatic_devices,safety_doors,weldment_perimeter_ft,fence_length_ft,conveyor_length_ft,product_familiarity_score,product_rigidity,is_product_deformable,is_bulk_product,bulk_rigidity_score,has_tricky_packaging,process_uncertainty_score,changeover_time_min,safety_devices_count,custom_pct,duplicate,has_controls,has_robotics,automation_level,Retrofit,complexity_score_1_5,drawing_count_est,manual_count,validation_reports_count,commissioning_hours,training_hours,support_weeks,plc_family,hmi_family,hmi_size_in,vision_systems_count,vision_type,safety_plc_flag,panel_count,drive_count,i_o_points_est,stations_robot_index,mech_complexity_index,controls_complexity_index,physical_scale_index,log_quoted_materials_cost,total_me_quoted_hours,total_me_original_estimate_hours,total_me_actual_hours,quoted_me10_hours,me10_original_estimate_hours,me10_actual_hours,me10_overrun_pct,quoted_me15_hours,me15_original_estimate_hours,me15_actual_hours,me15_overrun_pct,quoted_ee20_hours,ee20_original_estimate_hours,ee20_actual_hours,ee20_overrun_pct,quoted_pm200_hours,pm200_original_estimate_hours,pm200_actual_hours,pm200_overrun_pct,quoted_doc190_hours,doc190_original_estimate_hours,doc190_actual_hours,doc190_overrun_pct,quoted_bld100_hours,bld100_original_estimate_hours,bld100_actual_hours,bld100_overrun_pct,quoted_shp150_hours,shp150_original_estimate_hours,shp150_actual_hours,shp150_overrun_pct,quoted_rb30_hours,rb30_original_estimate_hours,rb30_actual_hours,rb30_overrun_pct,quoted_cp50_hours,cp50_original_estimate_hours,cp50_actual_hours,cp50_overrun_pct,quoted_me230_hours,me230_original_estimate_hours,me230_actual_hours,me230_overrun_pct,quoted_inst160_hours,inst160_original_estimate_hours,inst160_actual_hours,inst160_overrun_pct,quoted_trv180_hours,trv180_original_estimate_hours,trv180_actual_hours,trv180_overrun_pct,quoted_materials_cost
253,506-22-03,Midwest Milk Machine Tending,B,Pharmaceutical / Medical Device,Machine Tending,2022-07-11T00:00:00.000,2022-11-26T00:00:00.000,actuals,yes,3,0,6,6,2,1,0,0.0,0.0,46.422268,0.387,0.867,0,0,0.0,0,0.609,120,1,0.638538,0,1,0,Hard Automation,0,3,102,8,3,215,60,0.0,,,,1,Keyence VS-L500CX,1,5,2,119,3,15,4.3081,9.2845,12.539929,538.6,546.0,565.38,271.71,287.95,646.71,1.245911,74.34,61.65,131.52,1.133333,109.11,132.49,215.64,0.627595,240.47,220.78,406.32,0.840384,65.32,63.4,132.31,1.086909,334.23,418.31,799.84,0.912075,51.43,41.31,64.25,0.555313,594.41,588.49,1420.56,1.413907,117.11,147.65,177.64,0.203115,198.08,195.49,323.17,0.653128,263.89,226,357.61,0.584238,60.12,71.22,114.58,0.608818,279270
254,436-22-01,Raytheon Full Line Automation,B,Consumer Goods (Pet Products),Machine Tending,2022-04-05T00:00:00.000,2022-09-18T00:00:00.000,actuals,yes,1,1,8,3,0,3,2,10.146735,42.027452,0.0,0.608,0.98,0,1,0.4,1,0.546,0,0,0.392085,1,1,1,Robotic,0,3,153,8,2,176,20,1.5,Siemens S7-1500,Omron NA5,10.0,0,,1,6,2,218,4,15,3.6028,22.755,13.489254,352.77,360.57,638.23,214.22,227.14,342.86,0.509466,51.86,55.8,98.61,0.767204,157.95,188.45,316.44,0.679172,173.29,203.07,187.37,-0.077313,53.03,55.61,118.19,1.125337,504.1,654.4,1272.26,0.944163,36.89,38.21,47.14,0.233708,245.99,277.09,226.11,-0.183984,153.41,152.06,318.7,1.095883,120.9,141.64,58.22,-0.588958,205.51,233,36.1,-0.845124,35.04,43.62,63.95,0.466071,721620
255,442-25-01,Bridgestone Capping Machine,F,Pharmaceutical / Medical Device,Machine Tending,2025-06-16T00:00:00.000,2025-08-22T00:00:00.000,actuals,yes,1,0,5,3,1,6,0,17.177782,33.480127,0.0,0.5,0.552,0,0,0.0,0,0.547,30,2,0.407867,0,1,0,Semi-Automatic,0,2,106,9,2,52,8,0.5,,,,0,,1,1,1,66,1,9,1.7381,27.2218,12.613782,462.48,529.7,988.75,280.03,278.8,398.09,0.427869,63.75,51.76,138.13,1.668663,91.8,74.68,149.13,0.99692,154.27,158.48,370.94,1.340611,72.09,86.23,126.8,0.470486,327.52,394.06,540.86,0.372532,57.88,52.64,83.28,0.582067,337.81,330.14,718.04,1.174956,131.09,115.93,278.19,1.399638,82.32,99.86,186.73,0.869918,226.07,196,302.98,0.547,50.34,42.86,86.79,1.024965,300670
256,446-24-03,Abbott Full Line Automation,A,Pharmaceutical / Medical Device,Machine Tending,2024-03-13T00:00:00.000,2024-03-27T00:00:00.000,actuals,yes,4,1,0,1,0,10,3,0.0,0.0,90.698415,0.736,0.827,1,0,0.0,0,0.769,0,4,0.243369,0,1,1,Robotic,0,4,249,9,2,278,20,0.5,AB Compact Logix,AB PanelView Plus,12.0,1,Cognex 2D,0,5,3,194,7,9,5.057,18.1397,14.184318,366.24,336.54,481.42,237.09,292.54,610.23,1.085971,40.21,37.33,90.83,1.433164,107.03,91.91,155.7,0.694049,171.78,190.84,395.38,1.071788,34.67,36.59,75.6,1.066138,431.65,488.55,659.92,0.350773,46.46,45.73,83.51,0.826154,0.0,0.0,0.0,,115.52,112.75,218.39,0.93694,68.94,66.81,71.74,0.073791,201.15,204,301.78,0.476997,51.05,65.24,110.02,0.686389,1446010
257,488-23-03,Purina Line 1 Test,,Electronics / Semiconductor,Machine Tending,2023-11-11T00:00:00.000,2023-12-03T00:00:00.000,actuals,yes,1,0,3,6,3,20,2,0.0,0.0,0.0,0.383,0.723,1,0,0.0,1,0.63,0,3,0.377896,0,1,1,Robotic,0,5,110,8,2,105,72,0.0,Keyence,AB YW0,10.0,2,3D Vision,1,2,3,144,1,12,4.6322,0.0,13.360684,614.4,567.77,1395.95,352.89,437.77,675.04,0.541997,67.88,61.21,122.01,0.993302,238.56,279.83,454.51,0.624236,223.77,258.59,426.2,0.648169,79.37,71.88,101.51,0.412215,764.93,810.38,1564.93,0.931106,39.01,44.44,97.24,1.188119,593.94,543.02,1007.73,0.855788,193.36,200.55,372.94,0.859586,142.31,162.49,445.32,1.740599,254.32,215,425.77,0.977566,45.47,37.78,98.6,1.609846,634560
258,519-24-01,Eaton OP90 Cell,F,General Industry,Engineered Manufacturing Systems,2024-03-02T00:00:00.000,2024-03-30T00:00:00.000,actuals,yes,7,0,9,1,1,8,2,49.590914,0.0,0.0,0.409,0.701,0,0,0.0,0,0.854,0,4,0.627005,0,0,0,Semi-Automatic,0,4,227,8,2,166,8,3.0,,,,1,Keyence CV-X,1,2,5,271,7,19,3.3402,49.5909,12.800904,501.13,460.98,525.51,218.82,197.7,386.64,0.95569,60.16,60.94,136.67,1.242698,206.55,229.32,288.31,0.257239,159.2,173.12,331.83,0.916763,69.22,74.81,145.36,0.943056,468.75,454.22,1073.1,1.362512,41.21,45.83,91.59,0.998473,0.0,0.0,0.0,,187.18,232.81,307.02,0.318758,86.41,90.02,192.48,1.138192,252.66,311,388.44,0.249445,69.14,70.82,140.45,0.983197,362550
259,500-25-02,Weldon Retrofit A,F,Chemicals / Industrial Packaging,Metal Finishing,2025-11-19T00:00:00.000,2026-02-12T00:00:00.000,actuals,yes,4,1,1,3,0,11,3,0.0,78.123161,0.0,0.556,0.656,0,0,0.0,0,0.343,0,5,0.508484,0,1,1,Robotic,0,4,180,8,3,315,60,0.0,AB GuardLogix,AB PanelView Plus,15.0,0,,1,1,5,186,7,12,2.2552,23.4369,13.673925,770.23,879.22,1189.09,413.72,525.42,591.52,0.125804,123.58,156.96,243.72,0.552752,275.08,346.74,654.25,0.88686,259.97,285.91,398.4,0.393445,112.85,142.17,245.1,0.723992,1039.13,1233.33,1775.93,0.439947,72.48,90.42,158.78,0.756027,618.12,799.14,794.62,-0.005656,285.84,354.98,710.59,1.001775,264.77,295.61,501.26,0.69568,298.2,370,726.56,0.965269,99.17,110.51,176.81,0.599946,867980
260,515-22-02,PPG Trolley Loading,D,Consumer Goods (Pet Products),Engineered Manufacturing Systems,2022-07-19T00:00:00.000,2022-09-17T00:00:00.000,actuals,yes,1,0,8,2,0,2,1,0.0,109.555023,0.0,0.419,0.938,0,0,0.0,1,0.383,0,0,0.474846,0,0,1,Robotic,0,2,13,9,3,155,72,3.0,,,,0,,1,2,2,73,1,12,2.1347,32.8665,12.427919,462.48,442.04,793.82,245.5,315.22,664.44,1.107861,45.93,58.8,93.5,0.590136,162.27,134.55,275.64,1.048606,240.05,278.2,257.95,-0.072789,43.85,40.44,107.84,1.666667,271.07,250.03,347.52,0.389913,53.86,64.82,118.83,0.83323,162.04,172.76,219.26,0.26916,269.02,270.26,75.35,-0.721194,163.13,204.72,266.34,0.300996,204.5,243,345.55,0.419621,37.67,39.48,37.93,-0.03926,249680
261,495-25-03,Mars Petcare CNC Tending,C,Automotive,Engineered Manufacturing Systems,2025-10-07T00:00:00.000,2025-11-29T00:00:00.000,actuals,yes,5,1,0,3,0,2,1,111.180577,0.0,0.0,0.713,0.679,1,0,0.0,0,0.913,0,3,0.328819,0,0,1,Robotic,0,4,189,8,3,268,8,0.5,AB Compact Logix,AB YW0,10.0,0,,1,6,6,138,8,10,4.7012,111.1806,12.569934,618.8,588.41,1258.95,308.85,262.41,356.28,0.357723,82.56,67.41,218.5,2.241359,270.94,325.63,618.86,0.900501,196.1,233.19,344.6,0.477765,63.25,52.44,93.84,0.789474,617.2,727.91,1143.38,0.570771,87.71,97.25,210.97,1.169357,362.72,301.05,555.31,0.844577,327.74,406.57,798.09,0.962983,115.74,135.89,282.23,1.0769,322.45,313,695.07,1.221594,85.04,81.66,181.4,1.221406,287770
262,498-25-03,Cummins Capping Machine,D,Food & Beverage,Machine Tending,2025-10-19T00:00:00.000,2026-04-10T00:00:00.000,actuals,yes,1,3,5,3,0,4,3,28.132454,0.0,0.0,0.931,0.582,1,1,0.39,0,0.615,20,4,0.476942,0,0,1,Robotic,0,4,187,8,2,283,40,1.0,,,,0,,1,5,4,277,10,15,3.918,28.1325,13.318536,723.93,654.17,1315.12,369.95,423.09,1334.29,2.153679,113.67,127.98,369.45,1.886779,153.42,172.53,367.53,1.130238,216.45,206.67,393.43,0.903663,72.72,73.29,161.63,1.205349,1002.77,976.45,1843.62,0.888084,50.65,42.56,76.7,0.802162,612.46,642.93,1004.23,0.561959,393.95,442.72,985.64,1.226328,184.16,166.84,334.08,1.002398,344.74,334,699.22,1.092596,83.8,98.55,188.58,0.913546,608370
263,496-22-01,Stellantis Deburring Cell,B,Pharmaceutical / Medical Device,Engineered Manufacturing Systems,2022-07-24T00:00:00.000,2022-10-06T00:00:00.000,actuals,yes,9,0,2,5,1,15,4,0.0,0.0,0.0,0.866,0.636,0,0,0.0,1,0.701,0,4,0.05,0,1,1,Robotic,0,5,287,15,2,401,72,1.0,AB GuardLogix,AB YW0,15.0,2,Keyence CV-X,1,6,5,229,9,20,5.3116,0.0,13.299902,769.67,764.81,1193.67,359.84,421.42,615.82,0.461298,124.84,135.76,377.22,1.77858,293.13,373.18,575.14,0.541187,410.89,340.95,780.21,1.288341,114.5,111.91,321.73,1.874899,1079.94,873.4,1152.34,0.319373,50.22,61.05,114.32,0.872563,573.07,507.58,646.5,0.273691,197.8,234.11,549.27,1.346205,259.43,225.94,384.13,0.700142,368.11,350,626.78,0.789982,79.05,80.8,122.67,0.518193,597140
264,493-24-03,Illinois Tool Works End-of-Line Packaging,C,Automotive,Engineered Manufacturing Systems,2024-11-05T00:00:00.000,2025-04-26T00:00:00.000,actuals,yes,6,2,1,4,0,7,2,31.785711,35.340978,0.0,0.774,0.785,0,0,0.0,0,0.671,0,1,0.679243,1,1,1,Robotic,0,5,299,9,2,325,20,0.5,,,,0,,1,1,1,207,12,15,3.1231,42.388,13.633021,799.76,865.73,763.95,485.08,611.99,1796.49,1.935489,122.64,152.98,283.77,0.854948,269.65,280.97,364.71,0.298039,296.66,363.88,657.41,0.806667,121.07,110.05,155.9,0.416629,1125.93,1405.97,803.23,-0.4287,114.82,124.41,147.13,0.182622,875.76,739.87,1139.55,0.540203,288.46,372.45,766.02,1.056706,258.43,308.33,733.16,1.377842,230.05,193,265.67,0.375744,73.7,65.52,78.75,0.201923,833190
265,517-23-03,Abbott Assembly Cell,A,Automotive,Machine Tending,2023-02-14T00:00:00.000,2023-07-25T00:00:00.000,actuals,yes,7,0,1,1,0,13,4,0.0,0.0,0.0,0.566,0.845,0,0,0.0,0,0.748,20,3,0.736111,0,1,0,Hard Automation,0,3,209,8,2,237,20,0.5,AB Compact Logix,AB OPTIXPANEL,12.0,2,Keyence IV3,0,6,3,157,7,13,5.2533,0.0,11.853753,554.62,596.47,1211.43,245.76,220.3,508.76,1.309396,82.12,92.86,255.44,1.750808,154.34,174.88,261.04,0.492681,177.73,161.24,358.69,1.224572,54.32,47.65,63.02,0.32256,386.67,311.83,542.09,0.738415,41.64,47.24,73.67,0.559483,407.73,461.89,1062.42,1.300158,313.86,313.91,388.35,0.237138,225.74,285.31,525.09,0.840419,252.59,278,521.91,0.880553,40.22,42.79,57.3,0.339098,140610
266,503-22-03,GM Line X7 Palletize,D,Electronics / Semiconductor,Machine Tending,2022-12-05T00:00:00.000,2023-05-20T00:00:00.000,actuals,yes,3,1,4,5,1,4,2,55.705468,66.650815,0.0,0.537,0.866,0,0,0.0,0,0.527,0,6,0.379706,1,1,1,Robotic,0,4,145,15,2,212,60,1.5,,,,0,,1,5,4,185,6,15,4.1289,75.7007,13.425213,448.82,479.54,884.47,305.04,352.79,542.3,0.537175,65.75,62.1,91.4,0.47182,123.75,114.89,115.67,0.006789,168.94,141.26,228.98,0.620983,63.82,71.11,120.54,0.69512,607.45,546.58,669.49,0.224871,40.53,41.16,72.94,0.772109,207.75,223.88,320.67,0.43233,263.04,269.95,470.42,0.742619,181.43,149.46,327.08,1.188412,129.25,154,207.49,0.343586,53.89,44.13,55.73,0.26286,676860
267,446-22-03,Illinois Tool Works Depalletizing System,F,Pharmaceutical / Medical Device,Machine Tending,2022-07-10T00:00:00.000,2022-10-26T00:00:00.000,actuals,yes,4,0,1,3,0,3,0,0.0,0.0,0.0,0.654,0.691,0,0,0.0,0,0.441,0,2,0.684288,0,1,1,Robotic,1,3,174,18,3,267,8,3.0,,,,1,Cognex Insight,1,5,3,110,4,8,4.102,0.0,13.049827,550.67,579.17,1402.48,293.97,312.64,467.2,0.494371,88.84,83.63,129.17,0.544541,202.23,199.43,346.18,0.735847,272.87,317.92,636.97,1.003554,63.11,73.5,40.52,-0.448707,664.07,760.51,1246.63,0.639203,38.99,32.09,52.03,0.621377,597.2,652.83,778.66,0.192745,262.41,288.67,390.87,0.354037,104.39,121.57,191.57,0.5758,323.62,284,486.19,0.711515,60.08,50.16,71.44,0.424242,465020
268,446-25-02,Kohler Full Line Automation,C,Food & Beverage,Engineered Manufacturing Systems,2025-01-01T00:00:00.000,2025-06-15T00:00:00.000,actuals,yes,9,4,10,1,0,23,1,2.125141,85.772587,29.771342,0.742,0.934,0,0,0.0,0,0.551,120,3,0.324616,0,1,1,Robotic,0,5,396,18,2,404,0,1.5,AB Compact Logix,AB PanelView Plus,12.0,0,,1,6,2,260,21,25,4.4084,33.8112,13.584203,910.41,785.58,1933.67,556.89,512.02,727.11,0.420081,117.71,117.63,312.3,1.654935,283.7,354.27,930.98,1.627883,249.59,290.39,438.93,0.511519,78.92,100.74,91.55,-0.091225,864.28,1048.47,2247.27,1.14338,67.58,59.81,85.82,0.434877,940.75,944.33,2010.45,1.12897,235.12,272.25,838.89,2.081322,299.03,306.42,310.58,0.013576,408.45,364,604.06,0.658048,61.6,63.38,169.31,1.671347,793500
269,449-22-01,Rockwell Line RZ150 Load,E,Precision Machining,End of Line Automation,2022-09-24T00:00:00.000,2022-11-02T00:00:00.000,actuals,yes,2,1,0,9,2,14,1,40.119156,26.520295,0.0,0.436,0.596,1,0,0.0,0,0.833,0,3,0.97898,0,1,1,Robotic,0,4,86,8,2,165,8,0.0,Siemens S7-1500,AB PanelView Plus,12.0,0,,1,1,3,176,5,13,2.6097,48.0752,13.709104,543.42,586.12,811.98,292.61,353.62,806.89,1.2818,80.9,86.7,178.18,1.055133,207.53,177.46,357.63,1.015271,253.23,205.33,455.2,1.216919,59.12,51.7,124.83,1.414507,701.55,895.15,1907.81,1.131274,52.13,60.27,91.68,0.521155,225.54,213.86,484.02,1.263256,295.18,337.3,789.35,1.340202,83.79,102.43,157.7,0.539588,183.91,233,638.24,1.73817,72.88,82.22,192.12,1.336658,899060
270,438-22-01,Cummins Depalletizing System,D,Food & Beverage,Machine Tending,2022-08-13T00:00:00.000,2022-09-15T00:00:00.000,actuals,yes,2,2,2,2,1,13,3,0.0,0.0,0.0,0.719,0.991,0,0,0.0,1,0.803,0,2,0.820218,0,1,1,Robotic,0,4,158,15,2,325,0,0.5,,,,0,,1,1,3,269,8,11,3.2603,0.0,12.86683,430.37,453.46,887.64,191.31,196.82,379.4,0.92765,52.35,62.33,114.23,0.832665,108.98,126.33,229.07,0.813267,210.24,271.85,506.47,0.863049,43.52,43.07,65.98,0.531925,255.18,230.09,601.83,1.615629,22.2,22.52,54.19,1.406306,495.15,436.25,1079.99,1.475622,215.23,272.18,638.3,1.345139,167.66,141.15,351.56,1.490684,147.99,192,406.11,1.113835,57.56,54.39,118.64,1.181283,387250
271,463-22-02,Sherwin-Williams Capping Machine,C,Automotive,Engineered Manufacturing Systems,2022-03-23T00:00:00.000,2022-06-26T00:00:00.000,actuals,yes,7,3,6,2,1,2,0,0.0,36.724472,0.0,0.706,0.913,0,0,0.0,0,0.454,30,3,0.157584,1,1,1,Robotic,0,4,379,9,2,269,0,0.5,AB GuardLogix,AB PanelView Plus,15.0,2,3D Vision,1,2,5,213,16,18,3.6637,11.0173,13.525982,659.61,732.25,935.64,371.05,437.5,232.47,-0.46864,102.32,124.24,235.45,0.895122,261.68,244.44,537.75,1.199926,326.39,363.05,401.22,0.105137,75.81,61.06,101.87,0.668359,338.0,432.5,467.38,0.080647,44.21,48.84,67.75,0.387183,464.89,414.91,322.3,-0.223205,0.0,0.0,0.0,,235.54,229.73,413.63,0.800505,403.13,377,833.07,1.21038,69.05,78.71,161.11,1.046881,748620
272,456-24-01,Stellantis Capping Machine,E,General Industry,Machine Tending,2024-04-20T00:00:00.000,2024-06-04T00:00:00.000,actuals,yes,4,1,0,20,1,15,2,0.0,80.725458,0.0,0.884,0.784,0,0,0.0,0,0.465,30,6,0.540398,1,1,1,Robotic,0,3,146,8,2,188,60,1.5,Keyence,AB PanelView Plus,12.0,0,,1,6,2,180,7,27,4.1613,24.2176,12.998562,486.64,431.81,1233.65,263.1,299.88,590.62,0.969521,50.85,41.46,68.4,0.649783,194.97,206.26,334.13,0.619946,254.24,259.76,294.79,0.134855,50.63,40.89,72.79,0.780142,367.73,441.26,475.81,0.078299,40.89,33.51,0.0,-1.0,328.44,306.49,463.73,0.513035,0.0,0.0,0.0,,160.39,169.47,215.0,0.268661,174.68,164,340.18,1.070355,46.58,42.15,63.71,0.511507,441780
273,450-24-02,Goodyear Full Line Automation,D,Heavy Equipment / Powertrain,Machine Tending,2024-09-19T00:00:00.000,2024-10-04T00:00:00.000,actuals,yes,7,1,7,1,2,0,1,0.0,80.295418,84.022803,0.448,0.667,0,0,0.0,1,0.532,0,6,0.822449,0,1,1,Robotic,0,3,190,8,2,117,0,0.5,AB GuardLogix,AB OPTIXPANEL,12.0,0,,1,1,4,239,10,17,2.6147,40.8932,12.382836,608.27,574.9,990.13,271.22,262.05,604.65,1.307384,85.65,69.4,199.46,1.874063,199.78,226.31,460.57,1.035129,258.6,330.49,675.12,1.042785,87.69,112.05,171.13,0.527265,540.95,579.82,1324.24,1.283881,49.83,41.59,72.43,0.741524,424.85,378.8,727.05,0.919351,207.55,250.97,647.27,1.579073,97.44,86.43,212.67,1.460604,181.13,174,282.73,0.627036,43.69,54.65,85.11,0.557365,238670
274,441-23-03,Emerson Trolley Loading,C,Consumer Goods (Pet Products),Metal Finishing,2023-08-20T00:00:00.000,2023-08-28T00:00:00.000,actuals,yes,3,0,2,4,1,4,0,0.0,0.0,0.0,0.338,0.886,0,0,0.0,0,0.617,30,1,0.891141,0,1,1,Robotic,0,3,137,8,2,243,60,0.5,Keyence,AB PanelView Plus,12.0,2,Keyence IV3,1,6,7,183,3,9,4.7585,0.0,12.48805,494.52,551.5,771.06,302.66,310.23,730.71,1.355381,61.53,49.98,103.23,1.065426,110.41,113.69,232.74,1.047146,194.76,251.87,780.55,2.099019,57.77,59.36,119.53,1.013646,678.45,656.28,764.73,0.16525,38.11,48.86,106.86,1.187065,331.29,294.88,787.37,1.670137,0.0,0.0,0.0,,163.59,198.17,386.68,0.951254,147.21,176,346.62,0.969432,62.47,60.49,122.74,1.029096,265150
275,428-23-03,Pepsi OP20 Cell,B,Aerospace / Precision Machining,End of Line Automation,2023-05-23T00:00:00.000,2023-08-09T00:00:00.000,actuals,yes,3,1,1,13,0,6,1,32.39799,0.0,0.0,0.784,0.754,1,1,0.383,0,0.926,240,1,0.835482,0,1,1,Robotic,0,3,126,8,2,213,20,2.0,,,,1,Keyence Laser,1,1,2,130,6,19,3.1023,32.398,12.903919,517.38,563.19,1267.84,262.55,328.92,634.63,0.929436,82.96,91.52,212.43,1.321132,169.2,135.44,231.45,0.708875,188.92,222.25,586.8,1.64027,54.46,60.38,183.5,2.039086,739.99,932.27,1760.11,0.887983,43.7,54.03,122.86,1.273922,576.39,725.68,1236.91,0.704484,166.43,210.44,522.62,1.483463,100.92,129.11,280.96,1.176129,149.37,155,377.86,1.442692,64.64,66.55,103.03,0.548159,401880
276,467-25-03,Midwest Milk Laser Marking,B,Consumer Goods (Pet Products),Machine Tending,2025-12-06T00:00:00.000,2026-03-23T00:00:00.000,actuals,yes,5,3,2,2,0,20,1,8.396821,0.0,0.0,0.697,0.891,0,1,0.414,1,0.574,0,5,0.61128,0,1,1,Robotic,0,5,231,8,2,229,40,0.5,AB GuardLogix,AB PanelView Plus,12.0,0,,1,1,4,254,14,13,3.4717,8.3968,13.58246,765.35,852.12,2160.53,470.31,501.15,1422.83,1.83913,106.44,88.97,237.27,1.666854,297.08,296.89,956.56,2.221934,207.95,229.54,409.84,0.785484,98.19,85.64,221.66,1.588277,840.56,883.46,1733.0,0.961606,51.95,48.94,143.24,1.926849,764.24,955.0,1327.86,0.390429,270.78,302.41,851.62,1.816111,153.09,149.8,315.91,1.108879,407.12,433,438.37,0.012425,90.59,106.12,222.0,1.091971,792110
277,452-24-02,Sherwin-Williams Robotic Weld Cell,D,Automotive,Machine Tending,2024-05-11T00:00:00.000,2024-08-07T00:00:00.000,actuals,yes,5,1,4,1,0,7,1,0.0,0.0,0.0,0.299,0.873,0,0,0.0,0,0.64,0,1,0.510807,0,1,1,Robotic,0,4,184,8,2,132,8,0.0,AB GuardLogix,AB OPTIXPANEL,12.0,0,,1,5,2,149,8,12,3.7414,0.0,13.411335,870.4,762.78,1291.74,562.49,671.83,1340.6,0.995445,130.41,105.61,139.56,0.321466,327.66,423.14,629.84,0.488491,339.66,275.86,291.27,0.055862,115.67,103.72,255.02,1.458735,899.85,936.1,1220.57,0.303888,57.53,57.33,103.01,0.796791,840.83,936.6,956.24,0.020969,0.0,0.0,0.0,,283.07,292.6,520.92,0.780314,412.9,483,870.09,0.802287,90.57,89.42,226.1,1.528517,667530
278,472-22-02,GE Appliances Depalletizing System,B,Food & Beverage,Machine Tending,2022-02-11T00:00:00.000,2022-04-08T00:00:00.000,actuals,yes,2,1,0,6,0,1,0,0.0,74.613239,0.0,0.658,0.865,1,0,0.0,0,0.338,0,5,0.400415,0,1,1,Robotic,0,3,173,9,2,217,0,1.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,6,2,196,5,9,4.0801,22.384,12.424979,877.2,963.02,1577.24,369.08,473.04,911.02,0.925884,112.86,124.03,286.1,1.3067,184.81,229.84,181.37,-0.210886,268.5,314.06,538.06,0.71324,94.57,111.18,209.01,0.879924,556.99,609.27,1100.32,0.805965,126.94,161.25,499.63,2.098481,765.9,777.66,1136.18,0.461024,0.0,0.0,0.0,,222.58,219.66,365.64,0.664573,345.71,395,638.65,0.616467,106.33,133.26,199.0,0.493321,248940
279,517-24-03,Dow OP75 Cell,A,Pharmaceutical / Medical Device,End of Line Automation,2024-04-21T00:00:00.000,2024-10-02T00:00:00.000,actuals,yes,1,1,0,6,0,2,0,0.0,0.0,0.0,0.7,0.836,0,0,0.0,1,0.915,0,6,0.272574,1,1,1,Robotic,0,4,124,8,2,174,40,1.5,AB Compact Logix,AB YW0,12.0,0,,1,1,1,149,4,8,3.5694,0.0,13.527583,636.31,624.8,802.74,325.97,371.92,273.25,-0.265299,100.61,104.3,167.0,0.601151,235.75,240.29,499.49,1.078697,166.4,163.99,282.9,0.725105,72.43,84.0,211.33,1.515833,419.5,419.9,941.64,1.242534,46.03,38.48,97.64,1.537422,290.28,284.86,404.39,0.41961,160.92,198.89,225.53,0.133943,127.52,144.13,259.05,0.797336,235.64,265,446.93,0.688504,57.97,71.69,64.24,-0.10392,749820
280,437-24-03,Eaton Assembly Cell,D,Aerospace / Precision Machining,Engineered Manufacturing Systems,2024-12-19T00:00:00.000,2025-02-17T00:00:00.000,actuals,yes,8,1,4,3,1,4,1,48.734954,3.852674,42.723491,0.813,0.921,0,0,0.0,0,0.306,0,1,0.707565,0,0,1,Robotic,1,4,315,15,2,179,40,3.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,1,4,210,11,17,3.0388,58.4355,13.552783,868.34,785.88,1729.51,512.85,514.32,1004.73,0.953511,133.09,156.35,320.76,1.051551,239.99,246.3,416.07,0.689281,343.1,396.12,677.8,0.711098,120.22,144.17,288.03,0.99785,1109.81,938.94,1435.48,0.52883,104.05,132.68,273.58,1.061954,589.44,553.38,1021.89,0.846633,489.37,519.59,952.67,0.833503,195.08,203.46,218.37,0.073282,262.75,217,656.03,2.027225,56.15,64.01,217.65,2.40025,768950
281,513-25-01,John Deere Line A Test,B,Consumer Goods (Pet Products),Metal Finishing,2025-10-31T00:00:00.000,2026-04-10T00:00:00.000,actuals,yes,1,0,7,8,0,11,3,0.0,60.225281,0.0,0.587,0.841,0,0,0.0,1,0.687,0,1,0.05761,0,1,1,Robotic,0,3,27,9,2,182,72,0.5,,,,0,,1,1,4,135,1,19,2.2223,18.0676,13.011066,413.32,385.11,974.63,269.85,247.38,204.18,-0.17463,56.63,52.98,128.52,1.425821,137.41,173.5,152.04,-0.123689,212.66,247.52,686.11,1.771938,63.65,72.63,179.69,1.474047,334.44,370.07,777.66,1.101386,58.42,55.53,108.14,0.947416,143.61,161.77,181.42,0.121469,0.0,0.0,0.0,,95.64,118.28,213.1,0.801657,154.46,166,297.21,0.786869,29.82,26.42,40.28,0.524603,447340
282,491-25-03,Ford Robotic Weld Cell,B,Electronics / Semiconductor,Engineered Manufacturing Systems,2025-04-08T00:00:00.000,2025-08-05T00:00:00.000,actuals,yes,7,1,3,1,2,16,2,40.789587,0.0,36.766368,0.871,0.801,1,0,0.0,0,0.791,0,0,0.595536,0,1,1,Robotic,0,4,193,9,3,257,72,3.0,AB Compact Logix,AB YW0,10.0,0,,1,2,4,235,10,14,3.5369,48.1429,12.859639,788.59,740.95,1866.62,453.48,412.89,691.56,0.674926,78.77,80.85,170.43,1.107978,325.53,277.17,734.22,1.648988,253.87,249.54,568.96,1.280035,109.97,139.23,248.54,0.785104,790.4,821.8,1673.76,1.0367,94.76,83.19,110.81,0.332011,289.43,280.72,584.02,1.080436,213.6,189.41,582.33,2.074442,187.96,157.08,328.52,1.091418,350.98,449,791.9,0.762519,84.36,80.16,154.71,0.930015,384480
